transaction_id,sale_date,store_id,product_id,quantity,unit_price,revenue
TXN-000050,2026-04-22,ST-002,PR-0033,5,107.28,536.4
TXN-000051,2026-04-22,ST-002,PR-0009,5,199.08,995.4
TXN-000052,2026-04-22,ST-002,PR-0060,4,29.9,119.6
TXN-000053,2026-04-22,ST-002,PR-0059,3,729.18,2187.54
TXN-000054,2026-04-22,ST-002,PR-0006,2,54.36,108.72
TXN-000055,2026-04-22,ST-002,PR-0016,3,1896.97,5690.91
TXN-000056,2026-04-22,ST-002,PR-0029,4,241.53,966.12
TXN-000057,2026-04-22,ST-002,PR-0003,3,87.27,261.81
TXN-000058,2026-04-22,ST-002,PR-0020,7,18.53,129.71
TXN-000059,2026-04-22,ST-002,PR-0060,4,29.9,119.6
TXN-000060,2026-04-22,ST-002,PR-0059,2,729.18,1458.36
TXN-000061,2026-04-22,ST-002,PR-0036,1,54.01,54.01
TXN-000062,2026-04-22,ST-003,PR-0024,4,75.63,302.52
TXN-000063,2026-04-22,ST-003,PR-0029,1,241.53,241.53
TXN-000064,2026-04-22,ST-003,PR-0049,1,70.53,70.53
TXN-000065,2026-04-22,ST-003,PR-0046,4,846.74,3386.96
TXN-000066,2026-04-22,ST-003,PR-0053,8,360.7,2885.6
TXN-000067,2026-04-22,ST-003,PR-0031,4,24.47,97.88
TXN-000068,2026-04-22,ST-003,PR-0035,1,383.78,383.78
TXN-000069,2026-04-22,ST-003,PR-0060,1,29.9,29.9
TXN-000070,2026-04-22,ST-003,PR-0033,4,107.28,429.12
TXN-000071,2026-04-22,ST-003,PR-0052,3,1377.29,4131.87
TXN-000072,2026-04-22,ST-003,PR-0021,2,56.91,113.82
TXN-000073,2026-04-22,ST-003,PR-0032,2,55.47,110.94
TXN-000074,2026-04-22,ST-003,PR-0023,2,874.22,1748.44
TXN-000075,2026-04-22,ST-003,PR-0033,2,107.28,214.56
TXN-000076,2026-04-22,ST-003,PR-0003,4,87.27,349.08
TXN-000077,2026-04-22,ST-003,PR-0018,1,18.48,18.48
TXN-000078,2026-04-22,ST-003,PR-0025,4,59.6,238.4
TXN-000079,2026-04-22,ST-003,PR-0042,3,82.11,246.33
TXN-000080,2026-04-22,ST-003,PR-0031,4,24.47,97.88
TXN-000081,2026-04-22,ST-003,PR-0054,8,55.7,445.6
TXN-000082,2026-04-22,ST-003,PR-0058,2,3456.73,6913.46
TXN-000083,2026-04-22,ST-003,PR-0003,3,87.27,261.81
TXN-000084,2026-04-22,ST-003,PR-0040,2,2757.94,5515.88
TXN-000085,2026-04-22,ST-003,PR-0046,2,846.74,1693.48
TXN-000086,2026-04-22,ST-003,PR-0024,2,75.63,151.26
TXN-000087,2026-04-22,ST-003,PR-0050,2,23.57,47.14
TXN-000088,2026-04-22,ST-003,PR-0032,3,55.47,166.41
TXN-000089,2026-04-22,ST-003,PR-0047,2,183.92,367.84
TXN-000090,2026-04-22,ST-003,PR-0022,3,3331.32,9993.96
TXN-000091,2026-04-22,ST-003,PR-0023,4,874.22,3496.88
TXN-000092,2026-04-22,ST-003,PR-0002,10,20.62,206.2
TXN-000093,2026-04-22,ST-004,PR-0026,3,14.88,44.64
TXN-000094,2026-04-22,ST-004,PR-0016,5,1896.97,9484.85
TXN-000095,2026-04-22,ST-004,PR-0051,4,255.47,1021.88
TXN-000096,2026-04-22,ST-004,PR-0037,3,91.07,273.21
TXN-000097,2026-04-22,ST-004,PR-0022,6,3331.32,19987.92
TXN-000098,2026-04-22,ST-004,PR-0057,4,59.38,237.52
TXN-000099,2026-04-22,ST-004,PR-0029,3,241.53,724.59
TXN-000100,2026-04-22,ST-004,PR-0014,3,49.26,147.78
TXN-000101,2026-04-22,ST-004,PR-0028,4,1652.5,6610.0
TXN-000102,2026-04-22,ST-004,PR-0005,6,378.18,2269.08
TXN-000103,2026-04-22,ST-004,PR-0047,2,183.92,367.84
TXN-000104,2026-04-22,ST-004,PR-0049,1,70.53,70.53
TXN-000105,2026-04-22,ST-004,PR-0030,6,52.14,312.84
TXN-000106,2026-04-22,ST-004,PR-0046,1,846.74,846.74
TXN-000107,2026-04-22,ST-004,PR-0052,1,1377.29,1377.29
TXN-000108,2026-04-22,ST-004,PR-0005,2,378.18,756.36
TXN-000109,2026-04-22,ST-004,PR-0012,4,42.48,169.92
TXN-000110,2026-04-22,ST-004,PR-0016,3,1896.97,5690.91
TXN-000111,2026-04-22,ST-004,PR-0026,3,14.88,44.64
TXN-000112,2026-04-22,ST-004,PR-0026,4,14.88,59.52
TXN-000113,2026-04-22,ST-004,PR-0048,8,39.4,315.2
TXN-000114,2026-04-22,ST-004,PR-0021,4,56.91,227.64
TXN-000115,2026-04-22,ST-004,PR-0039,6,292.09,1752.54
TXN-000116,2026-04-22,ST-004,PR-0036,3,54.01,162.03
TXN-000117,2026-04-22,ST-004,PR-0033,6,107.28,643.68
TXN-000118,2026-04-22,ST-004,PR-0030,5,52.14,260.7
TXN-000119,2026-04-22,ST-004,PR-0037,2,91.07,182.14
TXN-000120,2026-04-22,ST-004,PR-0023,16,874.22,13987.52
TXN-000121,2026-04-22,ST-004,PR-0058,4,3456.73,13826.92
TXN-000122,2026-04-22,ST-004,PR-0010,3,660.33,1980.99
TXN-000123,2026-04-22,ST-004,PR-0054,2,55.7,111.4
TXN-000124,2026-04-22,ST-004,PR-0005,3,378.18,1134.54
TXN-000125,2026-04-22,ST-004,PR-0036,1,54.01,54.01
TXN-000126,2026-04-22,ST-004,PR-0034,4,2386.32,9545.28
TXN-000127,2026-04-22,ST-005,PR-0058,4,3456.73,13826.92
TXN-000128,2026-04-22,ST-005,PR-0039,2,292.09,584.18
TXN-000129,2026-04-22,ST-005,PR-0014,4,49.26,197.04
TXN-000130,2026-04-22,ST-005,PR-0031,2,24.47,48.94
TXN-000131,2026-04-22,ST-005,PR-0058,2,3456.73,6913.46
TXN-000132,2026-04-22,ST-005,PR-0005,3,378.18,1134.54
TXN-000133,2026-04-22,ST-005,PR-0035,1,383.78,383.78
TXN-000134,2026-04-22,ST-005,PR-0023,1,874.22,874.22
TXN-000135,2026-04-22,ST-005,PR-0029,2,241.53,483.06
TXN-000136,2026-04-22,ST-005,PR-0043,3,97.73,293.19
TXN-000137,2026-04-22,ST-005,PR-0011,5,369.11,1845.55
TXN-000138,2026-04-22,ST-005,PR-0018,3,18.48,55.44
TXN-000139,2026-04-22,ST-005,PR-0047,3,183.92,551.76
TXN-000140,2026-04-22,ST-006,PR-0041,2,854.62,1709.24
TXN-000141,2026-04-22,ST-006,PR-0039,1,292.09,292.09
TXN-000142,2026-04-22,ST-006,PR-0001,4,128.22,512.88
TXN-000143,2026-04-22,ST-006,PR-0003,3,87.27,261.81
TXN-000144,2026-04-22,ST-006,PR-0013,4,79.29,317.16
TXN-000145,2026-04-22,ST-006,PR-0028,2,1652.5,3305.0
TXN-000146,2026-04-22,ST-006,PR-0057,2,59.38,118.76
TXN-000147,2026-04-22,ST-006,PR-0060,2,29.9,59.8
TXN-000148,2026-04-22,ST-006,PR-0049,7,70.53,493.71
TXN-000149,2026-04-22,ST-006,PR-0025,2,59.6,119.2
TXN-000150,2026-04-22,ST-006,PR-0056,3,50.11,150.33
TXN-000151,2026-04-22,ST-006,PR-0033,1,107.28,107.28
TXN-000152,2026-04-22,ST-006,PR-0038,8,19.24,153.92
TXN-000153,2026-04-22,ST-007,PR-0027,1,217.9,217.9
TXN-000154,2026-04-22,ST-007,PR-0054,8,55.7,445.6
TXN-000155,2026-04-22,ST-007,PR-0017,6,594.31,3565.86
TXN-000156,2026-04-22,ST-007,PR-0009,2,199.08,398.16
TXN-000157,2026-04-22,ST-007,PR-0033,7,107.28,750.96
TXN-000158,2026-04-22,ST-007,PR-0053,3,360.7,1082.1
TXN-000159,2026-04-22,ST-007,PR-0020,6,18.53,111.18
TXN-000160,2026-04-22,ST-007,PR-0013,3,79.29,237.87
TXN-000161,2026-04-22,ST-007,PR-0028,3,1652.5,4957.5
TXN-000162,2026-04-22,ST-007,PR-0048,2,39.4,78.8
TXN-000163,2026-04-22,ST-007,PR-0029,4,241.53,966.12
TXN-000164,2026-04-22,ST-007,PR-0013,3,79.29,237.87
TXN-000165,2026-04-22,ST-007,PR-0046,4,846.74,3386.96
TXN-000166,2026-04-22,ST-007,PR-0035,1,383.78,383.78
TXN-000167,2026-04-22,ST-007,PR-0006,6,54.36,326.16
TXN-000168,2026-04-22,ST-008,PR-0059,7,729.18,5104.26
TXN-000169,2026-04-22,ST-008,PR-0050,3,23.57,70.71
TXN-000170,2026-04-22,ST-008,PR-0012,1,42.48,42.48
TXN-000171,2026-04-22,ST-008,PR-0001,3,128.22,384.66
TXN-000172,2026-04-22,ST-008,PR-0054,1,55.7,55.7
TXN-000173,2026-04-22,ST-008,PR-0044,3,56.09,168.27
TXN-000174,2026-04-22,ST-008,PR-0005,4,378.18,1512.72
TXN-000175,2026-04-22,ST-008,PR-0030,2,52.14,104.28
TXN-000176,2026-04-22,ST-008,PR-0030,3,52.14,156.42
TXN-000177,2026-04-22,ST-008,PR-0059,5,729.18,3645.9
TXN-000178,2026-04-22,ST-008,PR-0057,2,59.38,118.76
TXN-000179,2026-04-22,ST-008,PR-0017,2,594.31,1188.62
TXN-000180,2026-04-22,ST-008,PR-0048,3,39.4,118.2
TXN-000181,2026-04-22,ST-008,PR-0047,1,183.92,183.92
TXN-000182,2026-04-22,ST-008,PR-0023,9,874.22,7867.98
TXN-000183,2026-04-22,ST-008,PR-0015,3,91.92,275.76
TXN-000184,2026-04-22,ST-008,PR-0037,2,91.07,182.14
TXN-000185,2026-04-22,ST-008,PR-0021,3,56.91,170.73
TXN-000186,2026-04-22,ST-008,PR-0014,3,49.26,147.78
TXN-000187,2026-04-22,ST-008,PR-0002,3,20.62,61.86
TXN-000188,2026-04-22,ST-008,PR-0011,2,369.11,738.22
TXN-000189,2026-04-22,ST-008,PR-0051,2,255.47,510.94
TXN-000190,2026-04-22,ST-008,PR-0039,1,292.09,292.09
TXN-000191,2026-04-22,ST-008,PR-0038,7,19.24,134.68
TXN-000192,2026-04-22,ST-008,PR-0060,4,29.9,119.6
TXN-000193,2026-04-22,ST-008,PR-0034,4,2386.32,9545.28
TXN-000194,2026-04-22,ST-008,PR-0038,3,19.24,57.72
TXN-000195,2026-04-22,ST-008,PR-0050,2,23.57,47.14
TXN-000196,2026-04-22,ST-008,PR-0034,2,2386.32,4772.64
TXN-000197,2026-04-22,ST-008,PR-0018,1,18.48,18.48
TXN-000198,2026-04-22,ST-008,PR-0030,2,52.14,104.28
TXN-000199,2026-04-22,ST-008,PR-0015,1,91.92,91.92
TXN-000200,2026-04-22,ST-008,PR-0027,8,217.9,1743.2
TXN-000201,2026-04-22,ST-008,PR-0051,5,255.47,1277.35
TXN-000202,2026-04-22,ST-008,PR-0034,3,2386.32,7158.96
TXN-000203,2026-04-22,ST-008,PR-0052,2,1377.29,2754.58
TXN-000204,2026-04-22,ST-008,PR-0057,1,59.38,59.38
TXN-000205,2026-04-22,ST-009,PR-0034,3,2386.32,7158.96
TXN-000206,2026-04-22,ST-009,PR-0059,4,729.18,2916.72
TXN-000207,2026-04-22,ST-009,PR-0056,3,50.11,150.33
TXN-000208,2026-04-22,ST-009,PR-0059,2,729.18,1458.36
TXN-000209,2026-04-22,ST-009,PR-0045,2,63.01,126.02
TXN-000210,2026-04-22,ST-009,PR-0006,9,54.36,489.24
TXN-000211,2026-04-22,ST-009,PR-0037,8,91.07,728.56
TXN-000212,2026-04-22,ST-009,PR-0057,2,59.38,118.76
TXN-000213,2026-04-22,ST-009,PR-0033,2,107.28,214.56
TXN-000214,2026-04-22,ST-009,PR-0053,2,360.7,721.4
TXN-000215,2026-04-22,ST-009,PR-0022,2,3331.32,6662.64
TXN-000216,2026-04-22,ST-009,PR-0021,1,56.91,56.91
TXN-000217,2026-04-22,ST-009,PR-0006,4,54.36,217.44
TXN-000218,2026-04-22,ST-009,PR-0006,3,54.36,163.08
TXN-000219,2026-04-22,ST-009,PR-0055,2,38.32,76.64
TXN-000220,2026-04-22,ST-009,PR-0048,2,39.4,78.8
TXN-000221,2026-04-22,ST-009,PR-0004,5,805.23,4026.15
TXN-000222,2026-04-22,ST-009,PR-0030,2,52.14,104.28
TXN-000223,2026-04-22,ST-009,PR-0011,11,369.11,4060.21
TXN-000224,2026-04-22,ST-009,PR-0030,3,52.14,156.42
TXN-000225,2026-04-22,ST-009,PR-0031,3,24.47,73.41
TXN-000226,2026-04-22,ST-009,PR-0024,4,75.63,302.52
TXN-000227,2026-04-22,ST-009,PR-0055,7,38.32,268.24
TXN-000228,2026-04-22,ST-009,PR-0009,2,199.08,398.16
TXN-000229,2026-04-22,ST-009,PR-0055,4,38.32,153.28
TXN-000230,2026-04-22,ST-009,PR-0003,4,87.27,349.08
TXN-000231,2026-04-22,ST-009,PR-0051,6,255.47,1532.82
TXN-000232,2026-04-22,ST-009,PR-0031,3,24.47,73.41
TXN-000233,2026-04-22,ST-010,PR-0051,5,255.47,1277.35
TXN-000234,2026-04-22,ST-010,PR-0038,5,19.24,96.2
TXN-000235,2026-04-22,ST-010,PR-0033,6,107.28,643.68
TXN-000236,2026-04-22,ST-010,PR-0023,5,874.22,4371.1
TXN-000237,2026-04-22,ST-010,PR-0015,2,91.92,183.84
TXN-000238,2026-04-22,ST-010,PR-0033,3,107.28,321.84
TXN-000239,2026-04-22,ST-010,PR-0025,2,59.6,119.2
TXN-000240,2026-04-22,ST-010,PR-0017,3,594.31,1782.93
TXN-000241,2026-04-22,ST-010,PR-0033,12,107.28,1287.36
TXN-000242,2026-04-22,ST-010,PR-0047,7,183.92,1287.44
TXN-000243,2026-04-22,ST-010,PR-0055,2,38.32,76.64
TXN-000244,2026-04-22,ST-010,PR-0002,8,20.62,164.96
TXN-000245,2026-04-22,ST-010,PR-0014,4,49.26,197.04
TXN-000246,2026-04-22,ST-010,PR-0053,3,360.7,1082.1
TXN-000247,2026-04-22,ST-010,PR-0040,4,2757.94,11031.76
TXN-000248,2026-04-22,ST-010,PR-0040,5,2757.94,13789.7
TXN-000249,2026-04-22,ST-010,PR-0051,1,255.47,255.47
TXN-000250,2026-04-22,ST-010,PR-0039,3,292.09,876.27
TXN-000251,2026-04-22,ST-010,PR-0051,2,255.47,510.94
TXN-000252,2026-04-22,ST-010,PR-0006,6,54.36,326.16
TXN-000253,2026-04-22,ST-010,PR-0006,5,54.36,271.8
TXN-000254,2026-04-22,ST-010,PR-0003,2,87.27,174.54
TXN-000255,2026-04-22,ST-010,PR-0007,2,76.15,152.3
TXN-000256,2026-04-22,ST-010,PR-0051,2,255.47,510.94
TXN-000257,2026-04-22,ST-010,PR-0008,5,24.56,122.8
TXN-000258,2026-04-22,ST-010,PR-0042,1,82.11,82.11
TXN-000259,2026-04-22,ST-010,PR-0052,7,1377.29,9641.03
TXN-000260,2026-04-22,ST-010,PR-0015,4,91.92,367.68
TXN-000261,2026-04-22,ST-010,PR-0047,7,183.92,1287.44
TXN-000262,2026-04-22,ST-010,PR-0029,1,241.53,241.53
TXN-000263,2026-04-22,ST-010,PR-0033,4,107.28,429.12
TXN-000264,2026-04-22,ST-010,PR-0052,1,1377.29,1377.29
TXN-000265,2026-04-22,ST-011,PR-0043,2,97.73,195.46
TXN-000266,2026-04-22,ST-011,PR-0022,3,3331.32,9993.96
TXN-000267,2026-04-22,ST-011,PR-0026,2,14.88,29.76
TXN-000268,2026-04-22,ST-011,PR-0028,3,1652.5,4957.5
TXN-000269,2026-04-22,ST-011,PR-0050,3,23.57,70.71
TXN-000270,2026-04-22,ST-011,PR-0021,3,56.91,170.73
TXN-000271,2026-04-22,ST-011,PR-0049,12,70.53,846.36
TXN-000272,2026-04-22,ST-011,PR-0007,1,76.15,76.15
TXN-000273,2026-04-22,ST-011,PR-0017,7,594.31,4160.17
TXN-000274,2026-04-22,ST-011,PR-0020,1,18.53,18.53
TXN-000275,2026-04-22,ST-011,PR-0041,1,854.62,854.62
TXN-000276,2026-04-22,ST-011,PR-0049,3,70.53,211.59
TXN-000277,2026-04-22,ST-011,PR-0020,3,18.53,55.59
TXN-000278,2026-04-22,ST-012,PR-0023,4,874.22,3496.88
TXN-000279,2026-04-22,ST-012,PR-0055,1,38.32,38.32
TXN-000280,2026-04-22,ST-012,PR-0028,8,1652.5,13220.0
TXN-000281,2026-04-22,ST-012,PR-0032,1,55.47,55.47
TXN-000282,2026-04-22,ST-012,PR-0050,2,23.57,47.14
TXN-000283,2026-04-22,ST-012,PR-0007,5,76.15,380.75
TXN-000284,2026-04-22,ST-012,PR-0029,1,241.53,241.53
TXN-000285,2026-04-22,ST-012,PR-0008,2,24.56,49.12
TXN-000286,2026-04-22,ST-012,PR-0001,5,128.22,641.1
TXN-000287,2026-04-22,ST-012,PR-0057,3,59.38,178.14
TXN-000288,2026-04-22,ST-012,PR-0055,10,38.32,383.2
TXN-000289,2026-04-22,ST-012,PR-0003,5,87.27,436.35
TXN-000290,2026-04-22,ST-012,PR-0024,1,75.63,75.63
TXN-000291,2026-04-22,ST-012,PR-0023,3,874.22,2622.66
TXN-000292,2026-04-22,ST-012,PR-0059,1,729.18,729.18
TXN-000293,2026-04-22,ST-012,PR-0008,4,24.56,98.24
TXN-000294,2026-04-22,ST-012,PR-0054,2,55.7,111.4
TXN-000295,2026-04-22,ST-012,PR-0057,4,59.38,237.52
TXN-000296,2026-04-22,ST-012,PR-0047,8,183.92,1471.36
TXN-000297,2026-04-22,ST-012,PR-0037,7,91.07,637.49
TXN-000298,2026-04-22,ST-012,PR-0003,3,87.27,261.81
TXN-000299,2026-04-22,ST-012,PR-0051,5,255.47,1277.35
TXN-000300,2026-04-22,ST-012,PR-0033,2,107.28,214.56
TXN-000301,2026-04-22,ST-012,PR-0028,3,1652.5,4957.5
TXN-000302,2026-04-22,ST-012,PR-0047,1,183.92,183.92
TXN-000303,2026-04-22,ST-012,PR-0008,2,24.56,49.12
TXN-000304,2026-04-22,ST-012,PR-0034,4,2386.32,9545.28
TXN-000305,2026-04-22,ST-012,PR-0035,1,383.78,383.78
TXN-000306,2026-04-22,ST-012,PR-0032,3,55.47,166.41
TXN-000307,2026-04-22,ST-012,PR-0024,3,75.63,226.89
TXN-000308,2026-04-22,ST-012,PR-0014,4,49.26,197.04
TXN-000309,2026-04-22,ST-012,PR-0032,1,55.47,55.47
TXN-000310,2026-04-22,ST-012,PR-0056,1,50.11,50.11
TXN-000311,2026-04-22,ST-012,PR-0046,5,846.74,4233.7
TXN-000312,2026-04-22,ST-012,PR-0043,3,97.73,293.19
TXN-000313,2026-04-22,ST-012,PR-0016,2,1896.97,3793.94
TXN-000314,2026-04-22,ST-012,PR-0004,1,805.23,805.23
TXN-000315,2026-04-22,ST-012,PR-0052,2,1377.29,2754.58
TXN-000316,2026-04-22,ST-012,PR-0037,1,91.07,91.07
TXN-000317,2026-04-22,ST-012,PR-0054,5,55.7,278.5
TXN-000318,2026-04-22,ST-012,PR-0021,1,56.91,56.91
TXN-000319,2026-04-22,ST-012,PR-0014,3,49.26,147.78
TXN-000320,2026-04-23,ST-001,PR-0023,4,874.22,3496.88
TXN-000321,2026-04-23,ST-001,PR-0037,3,91.07,273.21
TXN-000322,2026-04-23,ST-001,PR-0054,6,55.7,334.2
TXN-000323,2026-04-23,ST-001,PR-0016,3,1896.97,5690.91
TXN-000324,2026-04-23,ST-001,PR-0006,1,54.36,54.36
TXN-000325,2026-04-23,ST-001,PR-0008,4,24.56,98.24
TXN-000326,2026-04-23,ST-001,PR-0025,1,59.6,59.6
TXN-000327,2026-04-23,ST-001,PR-0018,6,18.48,110.88
TXN-000328,2026-04-23,ST-001,PR-0025,4,59.6,238.4
TXN-000329,2026-04-23,ST-001,PR-0012,1,42.48,42.48
TXN-000330,2026-04-23,ST-001,PR-0015,5,91.92,459.6
TXN-000331,2026-04-23,ST-001,PR-0059,4,729.18,2916.72
TXN-000332,2026-04-23,ST-001,PR-0026,5,14.88,74.4
TXN-000333,2026-04-23,ST-001,PR-0041,3,854.62,2563.86
TXN-000334,2026-04-23,ST-001,PR-0045,6,63.01,378.06
TXN-000335,2026-04-23,ST-001,PR-0026,2,14.88,29.76
TXN-000336,2026-04-23,ST-001,PR-0047,5,183.92,919.6
TXN-000337,2026-04-23,ST-001,PR-0032,4,55.47,221.88
TXN-000338,2026-04-23,ST-001,PR-0010,1,660.33,660.33
TXN-000339,2026-04-23,ST-001,PR-0016,1,1896.97,1896.97
TXN-000340,2026-04-23,ST-001,PR-0007,2,76.15,152.3
TXN-000341,2026-04-23,ST-001,PR-0017,2,594.31,1188.62
TXN-000342,2026-04-23,ST-001,PR-0023,1,874.22,874.22
TXN-000343,2026-04-23,ST-001,PR-0026,1,14.88,14.88
TXN-000344,2026-04-23,ST-001,PR-0021,3,56.91,170.73
TXN-000345,2026-04-23,ST-001,PR-0022,2,3331.32,6662.64
TXN-000346,2026-04-23,ST-001,PR-0058,11,3456.73,38024.03
TXN-000347,2026-04-23,ST-001,PR-0007,2,76.15,152.3
TXN-000348,2026-04-23,ST-002,PR-0045,2,63.01,126.02
TXN-000349,2026-04-23,ST-002,PR-0046,3,846.74,2540.22
TXN-000350,2026-04-23,ST-002,PR-0010,4,660.33,2641.32
TXN-000351,2026-04-23,ST-002,PR-0043,6,97.73,586.38
TXN-000352,2026-04-23,ST-002,PR-0034,1,2386.32,2386.32
TXN-000353,2026-04-23,ST-002,PR-0057,1,59.38,59.38
TXN-000354,2026-04-23,ST-002,PR-0026,2,14.88,29.76
TXN-000355,2026-04-23,ST-002,PR-0041,3,854.62,2563.86
TXN-000356,2026-04-23,ST-002,PR-0049,2,70.53,141.06
TXN-000357,2026-04-23,ST-002,PR-0058,7,3456.73,24197.11
TXN-000358,2026-04-23,ST-002,PR-0003,1,87.27,87.27
TXN-000359,2026-04-23,ST-002,PR-0056,3,50.11,150.33
TXN-000360,2026-04-23,ST-002,PR-0006,4,54.36,217.44
TXN-000361,2026-04-23,ST-002,PR-0005,4,378.18,1512.72
TXN-000362,2026-04-23,ST-002,PR-0005,5,378.18,1890.9
TXN-000363,2026-04-23,ST-002,PR-0054,6,55.7,334.2
TXN-000364,2026-04-23,ST-002,PR-0047,7,183.92,1287.44
TXN-000365,2026-04-23,ST-002,PR-0023,2,874.22,1748.44
TXN-000366,2026-04-23,ST-002,PR-0049,2,70.53,141.06
TXN-000367,2026-04-23,ST-002,PR-0009,4,199.08,796.32
TXN-000368,2026-04-23,ST-002,PR-0035,4,383.78,1535.12
TXN-000369,2026-04-23,ST-002,PR-0020,5,18.53,92.65
TXN-000370,2026-04-23,ST-002,PR-0058,1,3456.73,3456.73
TXN-000371,2026-04-23,ST-002,PR-0049,5,70.53,352.65
TXN-000372,2026-04-23,ST-002,PR-0059,1,729.18,729.18
TXN-000373,2026-04-23,ST-002,PR-0042,4,82.11,328.44
TXN-000374,2026-04-23,ST-002,PR-0035,2,383.78,767.56
TXN-000375,2026-04-23,ST-002,PR-0050,6,23.57,141.42
TXN-000376,2026-04-23,ST-002,PR-0018,1,18.48,18.48
TXN-000377,2026-04-23,ST-002,PR-0017,3,594.31,1782.93
TXN-000378,2026-04-23,ST-002,PR-0024,4,75.63,302.52
TXN-000379,2026-04-23,ST-002,PR-0003,2,87.27,174.54
TXN-000380,2026-04-23,ST-002,PR-0032,3,55.47,166.41
TXN-000381,2026-04-23,ST-002,PR-0035,2,383.78,767.56
TXN-000382,2026-04-23,ST-002,PR-0038,3,19.24,57.72
TXN-000383,2026-04-23,ST-002,PR-0013,4,79.29,317.16
TXN-000384,2026-04-23,ST-002,PR-0056,2,50.11,100.22
TXN-000385,2026-04-23,ST-002,PR-0047,3,183.92,551.76
TXN-000386,2026-04-23,ST-002,PR-0025,1,59.6,59.6
TXN-000387,2026-04-23,ST-002,PR-0009,2,199.08,398.16
TXN-000388,2026-04-23,ST-002,PR-0004,1,805.23,805.23
TXN-000389,2026-04-23,ST-003,PR-0002,3,20.62,61.86
TXN-000390,2026-04-23,ST-003,PR-0047,4,183.92,735.68
TXN-000391,2026-04-23,ST-003,PR-0014,3,49.26,147.78
TXN-000392,2026-04-23,ST-003,PR-0020,5,18.53,92.65
TXN-000393,2026-04-23,ST-003,PR-0022,5,3331.32,16656.6
